Cost Item ID,Cost Item Name,Description,Quantity,Quantity Formula,Unit,Unit Cost,Unit Cost Formula,Unit Price,Unit Price Formula,Cost Code,Cost Type,Taxable,Allowance Type,Allows Customer Write-In,Specification,Require Specification Approval,Show Description,Show Quantity,Custom Field: URL,Custom Field: Production Rate,Custom Field: Available Finishes,Custom Field: Labor Wage,Custom Field: Labor Burden,Custom Field: Category,Custom Field: Vendor,Custom Field: Waste,Custom Field: Formula Notes,Custom Field: Ordered Status,Custom Field: Dimensions,Custom Field: Specifications
22PQ9MiqsxPF,Kohler Entity Tub,https://www.fergusonhome.com/kohler-k-26109-la/s1699733?uid=4011568,,,Each,505.66,,657.358,,1100 Plumbing,Materials,false,,false,false,true,true,true,,0.005,,35,1.35,,None,1.2,,false,,
22P3A3tpTfDh,Kohler Gleam Toilet in White with Soft Close Seat,Flor Mount 12 in. Rough In 2-Piece 1.28 GFP Single Flush Elongated Chair Height,,,Each,279,,329,,1100 Plumbing,Materials,false,,false,false,true,true,true,https://www.homedepot.com/p/KOHLER-Gleam-12-in-Rough-In-2-Piece-1-28-GFP-Single-Flush-Elongated-Chair-Height-Toilet-in-White-with-Soft-Close-Seat-K-31674-0/312838678,,,,,,,,,,,
22PQ9DQmCMDq,Kohler Simplice,https://www.fergusonhome.com/kohler-k-27389-4/s1873556?uid=4428138&searchId=vRUb8VSMnt,,,Each,331.16,,397.39200000000005,,0100 Planning,Materials,false,,false,false,true,true,true,https://www.fergusonhome.com/kohler-k-27389-4/s1873556?uid=4428138&searchId=vRUb8VSMnt,0.005,,35,1.35,,None,1.2,,false,,
22PQAnBibHWs,"Kohler Tempered 24"" Towel Bar",https://www.fergusonhome.com/daltile-ma81224mtp/s1318562?uid=3128541&searchId=dBYyeijFmA,,,Each,79.61,,103.493,,0000 Uncategorized,Materials,false,,false,false,true,true,true,https://www.fergusonhome.com/daltile-ma81224mtp/s1318562?uid=3128541&searchId=dBYyeijFmA,0.005,,35,1.35,,None,1.2,,false,24,
22PQ9MvjNUAH,KohlerClearflo Tub Drain Kit - with Overflow,required with kohler tubs,,,,253.61,,507.22,,0000 Uncategorized,Materials,false,,false,false,true,true,true,,0.005,,35,1.35,,None,1.2,,false,,
22P3A5efTUve,"KOKOSIRI Black Toilet Paper Holders Bathroom Toilet Paper Roll Holder SUS304 Stainless Steel Contemporary Wall Mounted, Matte Black, B2003BK",,1,,Each,11.99,,61.99,,0000 Uncategorized,Materials,false,,false,false,true,true,true,https://www.amazon.com/KOKOSIRI-Holders-Bathroom-Stainless-Contemporary/dp/B08NHC6K3F/ref=sr_1_21?s=hardware&sr=1-21,,,,,,,,,,,
22Nt5RfJqL2s,Labor - Add GFCI,Cost Per Each Outlet,0,.3 * {Outlets},Hours,,12.98 * {Outlets},,,1000 Electrical,Labor,false,,false,false,true,true,true,,,,,,,,,,,,
22P4fhStkjuN,Labor - Caulking,,3,ceil({production rate}*{parent quantity}),Hours,50,,83.33333333333334,,0000 Uncategorized,Labor,false,,false,false,true,true,true,,0.02,,,,,,1.2,,,,
22PBzfp3NGgr,Labor - Cleanup,,0.075,{Parent Quantity}*  {Production Rate},Hours,45.5,{Labor Wage}* (1 + {Labor Burden}),85.9125,({Unit Cost}+{Overhead Rate}) * (1+{Net Profit}),0000 Uncategorized,Labor,true,,false,false,true,true,true,,0.075,,35,,,None,1.2,,false,,
22PGchNEPZeC,Labor - Decking and Framing Removal,Complete deck removal and staging,6,ceil({deck surface (sq ft)} * 0.048),Hours,47.25,35 * (1 + 0.35),73.508,(47.25 + 16.67) * (1 + 0.15),0200 Demolition,Labor,false,,false,false,false,true,true,,,,35,0.2,Demolition,None,0,Demolition,false,,
22PGchNaMfqQ,Labor - Decking Installation,Composite decking installation,9,ceil({deck surface (sq ft)} * 0.072),Hours,52.650000000000006,39 * (1 + 0.35),79.71799999999999,(52.65 + 16.67) * (1 + 0.15),2500 Decking,Labor,false,,false,false,false,true,true,,,,35,0.2,Decking,None,0,Decking,false,,
22NmAGEeawND,Labor - Drywall New Install,"1/2"" x 4' x 8'",3.84,{production rate}*  {wall repair sq ft},Hours,50,{labor per sqft}*{wall repair sq ft}/{quantity},71.42857142857143,,1400 Drywall,Labor,false,,false,false,true,true,true,,0.24,,,,,,,,,,
22Nt5Ta48Y8V,Labor - Drywall Remove and Replace,4' x 4',3.2,ceil({production rate}*{parent quantity}),Hours,50,{labor per sqft}*{wall repair sq ft}/{quantity},71.42857142857143,,1400 Drywall,Labor,false,,false,false,true,true,true,,0.2,,,,,,,,,,
22NmAGC2CtBz,Labor - Electrical,,0,,Hours,68,,85,,1000 Electrical,Labor,false,,false,false,true,true,true,,,,,,,,,,,,
22PBzfnZ3Nsm,Labor - Fascia Installation,,4.6499999999999995,{Parent Quantity}*  {Production Rate},Hours,45.5,{Labor Wage}* (1 + {Labor Burden}),85.9125,({Unit Cost}+{Overhead Rate}) * (1+{Net Profit}),0000 Uncategorized,Labor,true,,false,false,true,true,true,,0.075,,35,,,None,1.2,,false,,
22PGchNpjCsW,Labor - Final Cleanup,Final cleanup and site restoration,4,4,Hours,47.25,35 * (1 + 0.35),73.508,(47.25 + 16.67) * (1 + 0.15),3100 Miscellaneous,Labor,false,,false,false,false,true,true,,,,35,0.2,Miscellaneous,None,0,Cleanup,false,,
22NnDvCkg2KD,Labor - General Paint,3 Coats,3.52,ceil({production rate}*{parent quantity}),Hours,50,,71.42857142857143,,2300 Painting,Labor,false,,false,false,true,true,true,,0.22,,,,,,,,,,
22NmAGEjrBvm,Labor - General Plumbing,,1.28,{production rate} * {Plumbing Ln Ft},Hours,80,{labor per sqft} * {Plumbing Ln Ft},114.28571428571429,,1100 Plumbing,Labor,false,,false,false,true,true,true,,0.16,,,,,,,,,,
22P4fhTTDeNc,Labor - Hang Pocket Door and Install Hardware,,3,,Hours,65,,108.33333333333334,,0000 Uncategorized,Labor,false,,false,false,true,true,true,,,,,,,,1.2,,,,
22NmAGHPYrXJ,Labor - Hardwood Flooring,,6.4,{production rate}* {project square feet},Hours,,{labor per sqft}*{project square feet}/{quantity},,,1700 Flooring,Labor,false,,false,false,true,true,true,,0.08,,,,,,,,,,
22NmAGFFcUTv,Labor - Install Baseboard,,0,{production rate}*{Baseboard Ln Ft},Hours,68,,85,,2100 Trimwork,Labor,false,,false,false,true,true,true,,0.43,,,,,,,,,,
22NmAGD6diSJ,Labor - Install Mixer Valve,,2,,Hours,100,,142.86,,1100 Plumbing,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NmAGCr4qAF,Labor - Install Shower Trim,"Remove existing fixtures and replace each fixture with a new fixture: sink faucet, toilet supply, shower, tub.",5,,Hours,62,,124,,1100 Plumbing,Labor,false,,false,false,true,true,true,,,,,,,,,,,,
22NmAGDAWcGh,Labor - Install Toilet,"Replace existing toilet with new toilet, includes all material needed.",1,,Hours,80,,120,,1100 Plumbing,Labor,false,,false,false,true,true,true,,,,,,,,,,,,
22P3DNcgbbc7,Labor - Install Vanity,,4,,Hours,65,,92.85714285714286,,0000 Uncategorized,Labor,false,,false,false,true,true,true,,,,,,,,,,,,
22Nt5amyCVds,Labor - Interior Framing,,5,ceil({production rate}*{parent quantity}),Hours,38.4,{labor per sqft}*{project square feet}/{quantity},54.85714285714286,,0600 Framing,Labor,false,,false,false,true,true,true,,0.26,,,,,,,,,,
22NmAGJhaCLu,Labor - LVP,,40.8,{production rate}*{project square feet},Hours,148.8,1.86*{project square feet},212.5714285714286,,1700 Flooring,Labor,false,,false,false,true,true,true,,0.51,,,,,,,,,,
22PGchNBwUpQ,Labor - Material Ordering,Material ordering and logistics coordination,2,2,Hours,52.650000000000006,39 * (1 + 0.35),79.71799999999999,(52.65 + 16.67) * (1 + 0.15),0100 Planning,Labor,false,,false,false,false,true,true,,,,35,0.2,Miscellaneous,None,0,Project Planning,false,,
22P4fhSpskeq,Labor - Niche Installation,,4,ceil({production rate}*{niches}),Hours,80,,114.28571428571429,,0000 Uncategorized,Labor,false,,false,false,true,true,true,,2,,,,,,0.1,,,,
22NmAGKixN9p,Labor - Paint Prep,"Sanding, filing, etc.",2.5,(100/{parent quantity}) * {production rate},Hours,68,,85,,2300 Painting,Labor,false,,false,false,true,true,true,,0.4,,,,,,,,,,
22PBzfnyiD4M,Labor - Paint Prep - Sanding,,6.72,{Parent Quantity}*  {Production Rate},Hours,45.5,{Labor Wage}* (1 + {Labor Burden}),85.9125,({Unit Cost}+{Overhead Rate}) * (1+{Net Profit}),0000 Uncategorized,Labor,true,,false,false,true,true,true,,0.015,,35,,,None,1.2,,false,,
22PBzfnw7KuE,Labor - Painting - Spray 1st Coat,,6.72,{Parent Quantity}*  {Production Rate},Hours,45.5,{Labor Wage}* (1 + {Labor Burden}),85.9125,({Unit Cost}+{Overhead Rate}) * (1+{Net Profit}),0000 Uncategorized,Labor,true,,false,false,true,true,true,,0.015,,35,,,None,1.2,,false,,
22PGchNKC4iK,Labor - Post and Footing Repair,Post and footing structural repairs,6,6,Hours,47.25,35 * (1 + 0.35),73.508,(47.25 + 16.67) * (1 + 0.15),0600 Framing,Labor,false,,false,false,false,true,true,,,,35,0.2,Framing,None,0,Structural,false,,
22P4fhSxEbkp,Labor - Prime Coat,1 Coat,5,ceil({production rate}*{parent quantity}),Hours,50,,83.33333333333334,,0000 Uncategorized,Labor,false,,false,false,true,true,true,,0.03,,,,,,1.2,,,,
22PGchNchT6G,Labor - Railing Refurbishment,Clean repair and reinstall existing white railings,4,4,Hours,47.25,35 * (1 + 0.35),73.508,(47.25 + 16.67) * (1 + 0.15),2100 Trimwork,Labor,false,,false,false,false,true,true,,,,35,0.2,Decking,None,0,Finish Carpentry,false,,
22PGchNMtPrs,Labor - Rim Joist Replacement,Anticipated rim joist replacement based on Deck #1 experience,8,8,Hours,47.25,35 * (1 + 0.35),73.508,(47.25 + 16.67) * (1 + 0.15),0600 Framing,Labor,false,,false,false,false,true,true,,,,35,0.2,Framing,None,0,Structural,false,,
22NutK3xYMwK,Labor - Rough Carpentry,,0,{parent quantity}* {production rate},Hours,,{parent quantity}*({labor per sqft}+{production rate})/{quantity},,,0600 Framing,Labor,false,,false,false,true,true,true,,0.01,,,,,,,,,,
22NutJx6tR4w,Labor - Rough Carpentry - Fascia,,0,{rake length (ln ft)} * {production rate},Hours,,{parent quantity}*({labor per sqft}+{production rate})/{quantity},,,0600 Framing,Labor,false,,false,false,true,true,true,,0.51,,,,,,,,,,
22P3DNcfDskE,Labor - Run showerhead Copper,,4,,Hours,100,,142.85714285714286,,0000 Uncategorized,Labor,false,,false,false,true,true,true,,,,,,,,,,,,
22NutKrBSBHF,Labor - Siding Install,,0,{parent quantity}*{production rate},,,{parent quantity}*{labor per sqft},,,0800 Siding,Labor,false,,false,false,true,true,true,,0.058,,,,Siding,,,,,,
22PBzfnmTQWj,Labor - Siding Install,,33.6,{Parent Quantity}*  {Production Rate},Hours,45.5,{Labor Wage}* (1 + {Labor Burden}),85.9125,({Unit Cost}+{Overhead Rate}) * (1+{Net Profit}),0000 Uncategorized,Labor,true,,false,false,true,true,true,,0.075,,35,,,None,1.2,,false,,
22NutMiz2JjJ,Labor - Siding Trim,,0,{parent quantity}*{production rate},Hours,,{parent quantity}*({labor per sqft}+{production rate})/{quantity},,,0800 Siding,Labor,false,,false,false,true,true,true,,0.03,,,,,,,,,,
22PGchN9bcuu,Labor - Site Assessment,Site assessment and measurements,4,4,Hours,47.25,35 * (1 + 0.35),73.508,(47.25 + 16.67) * (1 + 0.15),0100 Planning,Labor,false,,false,false,false,true,true,,,,35,0.2,Miscellaneous,None,0,Project Planning,false,,
22NmAGFE8caR,Labor - Tile Installation,,36,ceil({production rate}*{parent quantity}),Hours,80,,114.28571428571429,,1800 Tiling,Labor,false,,false,false,true,true,true,,0.315,,,,,,,,,,
22Nt5LwTdNHk,Labor - Waterproofing,,9.36,{shower all tile sq ft} * {production rate},Hours,70,,100,,1800 Tiling,Labor,false,,false,false,true,true,true,,0.09,,,,,,,,,,
22PBzfnVxrgR,Labor - Window Trim,,5.2700000000000005,{Parent Quantity}*  {Production Rate},Hours,45.5,{Labor Wage}* (1 + {Labor Burden}),85.9125,({Unit Cost}+{Overhead Rate}) * (1+{Net Profit}),0000 Uncategorized,Labor,true,,false,false,true,true,true,,0.085,,35,,,None,1.2,,false,,
22Nn3YrsJcAL,Labor | Cabinetry | Install Cabinets,,12,,Hours,80,,80,,1900 Cabinetry,Labor,false,,false,false,true,true,true,,0.09,,,,,,,,,,
22NnDY6YBn4L,Labor | Concrete | Pour Footings,,2.526,ceil({parent quantity}* {production rate}),Hours,100.19999999999999,ceil({Labor Wage}*{Labor Burden}),143.14285714285714,,2800 Concrete,Labor,false,,false,false,true,true,true,,0.421,,,,,,,,,,
22PGchNYCktg,Labor | Decking | Deck Frame,Structural framing and preparation work,0,ceil({deck surface (sq ft)} * 0.048),Hours,47.25,35 * (1 + 0.35),73.508,(47.25 + 16.67) * (1 + 0.15),2500 Decking,Labor,false,,false,false,false,true,true,,,,35,0.2,Framing,None,0,Structural,false,,
22NnDY6VDpFa,Labor | Decking | Install Decking,,0,ceil({parent quantity}* {production rate}),Hours,,ceil({Labor Wage}*{Labor Burden}),,,2500 Decking,Labor,false,,false,false,true,true,true,,0.072,,,1.35,,,,,,,
22NnDY6WeNKk,Labor | Decking | Install Railing,,2,ceil({Parent Quantity}*{production rate}),Hours,,ceil({Labor Wage}*{Labor Burden}),,,0000 Uncategorized,Labor,false,,false,false,true,true,true,,0.333,,,,,,,,,,
22PGT3tHLnaW,Labor | Decking | Install Stairs,,4,ceil({parent quantity}* {production rate}),Hours,42,ceil({Labor Wage}*{Labor Burden}),84,,0000 Uncategorized,Labor,false,,false,false,true,true,true,,0.2,,35,1.2,,None,1.2,,false,,
22PPtBSkrCL6,Labor | Demo Carpet,,4,ceil({production rate}*{parent quantity}),Hours,48,ceil({Labor Wage}*{Labor Burden}),96,,0200 Demolition,Labor,false,,false,false,true,true,true,,0.05,,35,1.35,,None,1.2,,false,,
22Nn3YquyhvX,Labor | Demo Tile,,0,ceil({production rate}*{parent quantity}),Hours,,ceil({Labor Wage}*{Labor Burden}),,,0200 Demolition,Labor,false,,false,false,true,true,true,,0.02,,,,,,,,,,
22NtWSWy2pTt,Labor | Demolition | Concrete,,0,ceil({parent quantity}* {production rate}),Hours,,ceil({Labor Wage}*{Labor Burden}),,,0200 Demolition,Labor,false,,false,false,true,true,true,,,,,,,,,,,,
22NtWRDU9fM9,Labor | Demolition | Exterior,,0,ceil({parent quantity}* {production rate}),Hours,435.2,ceil({Labor Wage}*{Labor Burden}),621.7142857142858,,0200 Demolition,Labor,false,,false,false,true,true,true,,0.04,,,,,,,,,,
22PKNMMh6z4K,Labor | Drywall | Install,,7,ceil({parent quantity}* {production rate}),,48,ceil({Labor Wage}*{Labor Burden}),96,,0000 Uncategorized,Admin,false,,false,false,true,true,true,,0.04,,35,1.35,,None,1.2,,false,,
22PKNK9kjdcK,Labor | Exterior | Gutters,Cap/patch former outlet at valley; seal,0,ceil({parent quantity}* {production rate}),,48,ceil({Labor Wage}*{Labor Burden}),96,,0000 Uncategorized,Admin,false,,false,false,true,true,true,,0.26,,35,1.35,,None,1.2,,false,,
22NmAzFsX5MS,Labor | Framing | Exterior,,20.8,ceil({parent quantity}* {production rate}),Hours,46.15384615384615,ceil({Labor Wage}*{Labor Burden}),65.93406593406594,,0600 Framing,Labor,false,,false,false,true,true,true,,0.26,,,,,,,,,,
22PGchNGhJrq,Labor | Sitework | Daily Cleanup,Debris removal and site cleanup,6,6,Hours,47.25,35 * (1 + 0.35),73.508,(47.25 + 16.67) * (1 + 0.15),0110 Site Preparation,Labor,false,,false,false,false,true,true,,0.005,,35,1.35,Demolition,None,0,Demolition,false,,
22NnDvXBjua7,Labor | Sitework | Jobsite Cleanup,Cleaning at the end of the day,2,ceil({parent quantity}* {production rate}),Hours,,ceil({Labor Wage}*{Labor Burden}),,,2200 Specialty Finishes,Labor,false,,false,false,true,true,true,,,,,,,,,,,,
22NnDvWreKRY,Labor | Sitework | Move Client's Furnishings,Move Owners Furnishings to adjacent room or garage (Wrapping & packing not included),1,ceil({parent quantity}* {production rate}),Hours,,ceil({Labor Wage}*{Labor Burden}),,,0100 Planning,Labor,false,,false,false,true,true,true,,,,,,,,,,,,
22Ns2ra9ekyz,Labor | Sitework | Temporary Bracing,,4,ceil({parent quantity}* {production rate}),Hours,70,ceil({Labor Wage}*{Labor Burden}),100,,0000 Uncategorized,Labor,false,,false,false,true,true,true,,,,,,,,,,,,
22NnDY6pzbfB,Labor | Specialty | Borate Treatment on Treated Structure,Spray all treated structure with borate termite treatment at end of framing stage,1,,Each,,,,,2200 Specialty Finishes,Labor,false,,false,false,true,true,true,,,,,,,,,,,,
22P3DNcdn2tP,Labor- Move Drain to Floor,"Move existing wall drain to floor drain, move supply line.",8,,Hours,80,,114.28571428571429,,0000 Uncategorized,Labor,false,,false,false,true,true,true,,,,,,,,,,,,
22NtWFTdDFVJ,Laminate countertop install,"Approx 2-4 weeks from measure, depends on style of edging",,,,,,,,0000 Uncategorized,Other,true,,false,false,true,true,true,,,,,,,,,,,,
22NtWFU5YdTz,Landscaping/Patios,,,,,,,,,0000 Uncategorized,Other,true,,false,false,true,true,true,,,,,,,,,,,,
22NmAGCRdedg,Light Fixtures,,0,,Each,125,,178.57,,1000 Electrical,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NtWFU8WzAU,Light fixtures & electrical trims,,,,,,,,,0000 Uncategorized,Other,true,,false,false,true,true,true,,,,,,,,,,,,
22NnayziTnEN,Lighted Island Cap,,,,Each,,,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NvtLnGteJU,Low Volt,,,,,,,,,0000 Uncategorized,Other,true,,false,false,true,true,true,,,,,,,,,,,,
22NvtLtKhd7C,Low Volt,,,,,,,,,0000 Uncategorized,Labor,true,,false,false,true,true,true,,,,,,,,,,,,
22NvtM2HADPq,Low Volt Trim,,,,,,,,,0000 Uncategorized,Labor,true,,false,false,true,true,true,,,,,,,,,,,,
22NnDY6tWsV9,Low Voltage Recessed Light Kits,"Add safety and style to your deck with our low-voltage recessed lighting.
https://www.deckorators.com/en/Products/Lighting/Low-voltage%20Recessed%20Lighting.aspx",1,,Each,,,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22PBzfnMdfD6,LP SmartSide Cedar Texture Trim Engineered Treated Wood Siding Application as 4/4 in. x 2 in. x 8 ft.,Window and Door Trim,9,ceil(({Total Trim (ln ft)}/8) *{Waste}),,8.23,,16.46,,0800 Siding,Materials,false,,false,false,true,true,true,https://www.homedepot.com/p/LP-SmartSide-LP-SmartSide-Cedar-Texture-Trim-Engineered-Treated-Wood-Siding-Application-as-4-4-in-x-2-in-x-8-ft-41570/203930653,,,35,,,None,1.1,41570,false,,
22PBzfndvUs2,LP SmartSide Cedar Texture Trim Engineered Treated Wood Siding Application As 5/4 in. x 4 in. x 8 ft.,Corner Pieces,8,,,22.36,,44.72,,0800 Siding,Materials,false,,false,false,true,true,true,https://www.homedepot.com/p/LP-SmartSide-LP-SmartSide-Cedar-Texture-Trim-Engineered-Treated-Wood-Siding-Application-As-5-4-in-x-4-in-x-8-ft-30708/312732252,,,35,,,None,1.2,30708,false,,
22Np3xdEbgGb,LS50Z Skewable Angle (ZMAX®),LS50Z,4,,,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Np3xdvVKzW,LSCZ Adjustable Stair-Stringer Connector (ZMAX®),LSCZ,4,,,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22P36iX7YuGG,Lumber package,,,,,,,,,0000 Uncategorized,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22Np3xdD8dQA,LUS210Z Joist Hanger with Double-Shear Nailing (ZMAX®),LUS210Z,26,,,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22NvtLzWh3J5,LVP - Installation,Labor to install LVP over standard concrete or subfloor - includes floor prep.  Priced for whole main level and other rooms showing LVP,,,,,,,,0000 Uncategorized,Labor,true,,false,false,true,true,true,,,,,,,,,,,,
22NvtM2ijCcq,LVP - Stairs,Installation of LVP on stairs - per tread/riser,,,,,,,,0000 Uncategorized,Labor,true,,false,false,true,true,true,,,,,,,,,,,,
22NmAGJKeNR5,LVP Flooring,,,,Square Feet,2.59,,3.695,,1700 Flooring,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NtWFTaBmCK,LVP/LVT floors,date depends on selection: hardwood areas before cabinets; LVP areas after cabinets,,,,,,,,0000 Uncategorized,Other,true,,false,false,true,true,true,,,,,,,,,,,,
22Nn3YrqFtwA,Magnets,,6,,Each,15,,21,,1900 Cabinetry,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NtWFRxrJxc,Main floor layout & sill plate,,,,,,,,,0000 Uncategorized,Other,true,,false,false,true,true,true,,,,,,,,,,,,
22PBzfnqDeMP,Masking Tape,,3,,Each,10.99,,15.700000000000001,,0000 Uncategorized,Materials,true,,false,false,true,true,true,,,,35,,,None,1.2,,false,,
22P36iXGeV7T,Masonry labor,,,,,,,,,0000 Uncategorized,Labor,false,,false,false,true,true,true,,,,,,,,,,,,
22P36iXFdcr5,Masonry material,,,,,,,,,0000 Uncategorized,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NnAWQquBGr,"Merola Santorini Loft - 4"" x 12""","https://www.build.com/product/s1977277?uid=4690511

Made from ceramic with a glossy finish.  
Model: WAESLB",100,{parent quantity},Square Feet,6.42,,9.171533869115958,,1800 Tiling,Materials,true,,false,false,true,true,true,https://www.build.com/daltile-bw28p/s1319296?uid=3134278,,,,,,,,,,,
22NtG43HU5R9,Merola Tile Aster Hex,"9"" x 10"" Tile - Sold by Carton (11.5 SF/Carton)",,,Square Feet,11.13,,,,1800 Tiling,Materials,true,,false,false,true,true,true,https://www.build.com/merola-tile-fcdasx/s1975246?uid=4687876&searchId=BCCXzv7CFv,,,,,,,,,,,
22NtG43g2DYh,Merola Tile Betera Jet,"13"" x 13"" Tile - Sold by Carton (10.98 SF/Carton)",,,Square Feet,7.21,,,,1800 Tiling,Materials,true,,false,false,true,true,true,https://www.build.com/merola-tile-fem13btb/s1975630?uid=4687778&searchId=BCCXzv7CFv,,,,,,,,,,,
22NtGCvHJy2e,Merola Tile Chester,"3"" x 6"" Tile - Sold by Carton (5.72 SF/Carton)",118,{parent quantity},Square Feet,15.21,,21.72857142857143,,1800 Tiling,Materials,true,,false,false,true,true,true,https://www.build.com/merola-tile-wnu36c-gloucester/s1977628?uid=4690020&searchId=5CzBCi4vxj,,,,,,,,,,,
22NtGCvWbRUv,Merola Tile Classico Carrara,"3"" x 12"" Tile - Sold by Carton (11.44 SF/Carton)",118,{parent quantity},Square Feet,11.26,,16.085714285714285,,1800 Tiling,Materials,true,,false,false,true,true,true,https://www.build.com/merola-tile-weqc12mm/s1977487?uid=4690040&searchId=5CzBCi4vxj,,,,,,,,,,,
22NtG43aHkxr,Merola Tile Hudson,"2"" x 2"" Tile - Sold by Carton (9.7 SF/Carton)",,,Square Feet,18.1,,,,1800 Tiling,Materials,true,,false,false,true,true,true,https://www.build.com/merola-tile-fplh2/s1976636?uid=4689588&searchId=BCCXzv7CFv,,,,,,,,,,,
22NtG5PZt8uQ,"Merola Tile Hudson 1"" Hex","1"" x 1"" Tile - Sold by Carton (11.2 SF/Carton)",,,Square Feet,19.11,,,,1800 Tiling,Materials,true,,false,false,true,true,true,https://www.build.com/merola-tile-fplh1x4/s1976632?uid=4689565&searchId=MkY7jdP6dL,,,,,,,,,,,
22NtG43sAgLC,Merola Tile Hudson Due,"2"" x 2"" Tile - Sold by Carton (9.7 SF/Carton)",,,Square Feet,16.97,,,,1800 Tiling,Materials,true,,false,false,true,true,true,https://www.build.com/merola-tile-fplh2g/s1976638?uid=4689578&searchId=BCCXzv7CFv,,,,,,,,,,,
22NtG44RV5rn,"Merola Tile Hudson Due 2"" Hex","11"" x 13"" Tile - Sold by Carton (9.7 SF/Carton)",,,Square Feet,16.25,,,,1800 Tiling,Materials,true,,false,false,true,true,true,https://www.build.com/merola-tile-fplh2x/s1976640?uid=4751869&searchId=BCCXzv7CFv,,,,,,,,,,,
22NtG5PFCHSN,Merola Tile Hudson Hex,"1"" x 1"" Tile - Sold by Carton (11.2 SF/Carton)",,,Square Feet,17.28,,,,1800 Tiling,Materials,true,,false,false,true,true,true,https://www.build.com/merola-tile-fplh1x/s1976628?uid=4689653&searchId=MkY7jdP6dL,,,,,,,,,,,
22PQAvdrhckD,Merola Tile Hudson Kite,https://www.fergusonhome.com/merola-tile-fkohkt14/s1975949?uid=4686812,,,Square Feet,15.18,,19.733999999999998,,0000 Uncategorized,Materials,false,,false,false,true,true,true,https://www.fergusonhome.com/merola-tile-fkohkt14/s1975949?uid=4686812,0.005,,35,1.35,,None,1.2,,false,"10"" x 12""",
22NtG5NzsvL7,Merola Tile Hudson Penny Round,"1"" x 1"" Tile - Sold by Carton (10.5 SF/Carton)",,,Square Feet,16.65,,,,1800 Tiling,Materials,true,,false,false,true,true,true,https://www.build.com/merola-tile-fkompr-4/s1975973?uid=4686711&searchId=MkY7jdP6dL,,,,,,,,,,,
22NtG43MwmaF,Merola Tile Metro,"1"" x 1"" Tile - Sold by Carton (8.6 SF/Carton)",,,Square Feet,12.66,,,,1800 Tiling,Materials,true,,false,false,true,true,true,https://www.build.com/merola-tile-fdxmhm/s1975564?uid=4686873&searchId=BCCXzv7CFv,,,,,,,,,,,
22NtG43W4FHC,Merola Tile Metro Hex,"2"" x 2"" Tile - Sold by Carton (10 SF/Carton)",,,Square Feet,12.62,,,,1800 Tiling,Materials,true,,false,false,true,true,true,https://www.build.com/merola-tile-fxlm2hm/s1976962?uid=4689835&searchId=BCCXzv7CFv,,,,,,,,,,,
22NtG5NssYFL,Merola Tile Metro Penny,"1"" x 1"" Tile - Sold by Carton (8 SF/Carton)",,,Square Feet,22.49,,,,1800 Tiling,Materials,true,,false,false,true,true,true,https://www.build.com/merola-tile-fxlmp/s1976982?uid=4689731&searchId=MkY7jdP6dL,,,,,,,,,,,
22NtGCvVL8wr,Merola Tile Metro Soho,"2"" x 8"" Tile - Sold by Carton (12 SF/Carton)",,,Square Feet,11.11,,,,1800 Tiling,Materials,true,,false,false,true,true,true,https://www.build.com/merola-tile-fxlmshs/s1976995?uid=4689955&searchId=5CzBCi4vxj,,,,,,,,,,,
22NtGCvY7PXF,Merola Tile Projectos,"4"" x 8"" Tile - Sold by Carton (11 SF/Carton)",,,Square Feet,6.1,,,,1800 Tiling,Materials,true,,false,false,true,true,true,https://www.build.com/merola-tile-frc8prm/s1976695?uid=4690623&searchId=5CzBCi4vxj,,,,,,,,,,,
22NtG43kKrw6,Merola Tile Tech Land,"6"" x 12"" Tile - Sold by Carton (0.57 SF/Carton)",,,Square Feet,43.16,,,,1800 Tiling,Materials,true,,false,false,true,true,true,https://www.build.com/merola-tile-knatsf/s1977205?uid=4689611&searchId=BCCXzv7CFv,,,,,,,,,,,
22NtG43XTv8x,Merola Tile Traffic Hex,"9"" x 10"" Tile - Sold by Carton (11.5 SF/Carton)",,,Square Feet,11.31,,,,1800 Tiling,Materials,true,,false,false,true,true,true,https://www.build.com/merola-tile-fcd103dx/s1975037?uid=4687694&searchId=BCCXzv7CFv,,,,,,,,,,,
22NtG43edY3N,Merola Tile Tribeca Hex,"2"" x 2"" Tile - Sold by Carton (10 SF/Carton)",,,Square Feet,15.19,,,,1800 Tiling,Materials,true,,false,false,true,true,true,https://www.build.com/merola-tile-ftc2hag/s1976824?uid=4689624&searchId=BCCXzv7CFv,,,,,,,,,,,
