Cost Group Template ID,Cost Group Template Name,Cost Group Name,Cost Item ID,Cost Item Name,Description,Quantity,Quantity Formula,Unit,Unit Cost,Unit Cost Formula,Unit Price,Unit Price Formula,Cost Code,Cost Type,Taxable,Allowance Type,Allows Customer Write-In,Specification,Require Specification Approval,Selected,Minimum Selections,Maximum Selections,Show Child Costs,Show Child Deltas,Show Children,Show Description,Show Quantity,Custom Field: URL,Custom Field: Production Rate,Custom Field: Available Finishes,Custom Field: Labor Wage,Custom Field: Labor Burden,Custom Field: Category,Custom Field: Vendor,Custom Field: Waste,Custom Field: Formula Notes,Custom Field: Ordered Status,Custom Field: Dimensions,Custom Field: Specifications
,New Deck Template,Decking; Picture Frame; Deck Boards,22Np3xcVFW3s,"Material | Decking | Wood Board | Red Cedar 1"" x 6"" x 20' -",,0,"if({decking}=""wrc"",{Parent Quantity},0)",Each,44,,88,,2500 Decking,Materials,true,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Decking; Picture Frame; Deck Boards,22NpAUYyGcNB,"Material | Decking | Wood Board | Alaskan Yellow Cedar 1"" x 6"" x 16'",,0,"if({decking}=""ayc"",{Parent Quantity},0)",Each,32,,64,,2500 Decking,Materials,false,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Decking; Picture Frame; Deck Boards,22Np3xcX8sPj,"Material | Decking | Wood Board | Redwood 2"" x 6"" x 16'",,0,"if({decking}=""redwood"",{Parent Quantity},0)",Each,90,,180,,2500 Decking,Materials,true,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Decking; Picture Frame; Deck Boards,22NmAGnSmUgF,"Material | Decking | Composite Board | Trex Transcend 1"" x 6"" x 16'",,0,"if({decking}=""transcend"",{Parent Quantity},0)",Each,94.35,,50.29,,0600 Framing,Materials,false,,false,false,true,true,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Decking; Picture Frame; Deck Boards,22NnDY6hixd8,"Material | Decking | Composite Board | TimberTech Legacy 1"" x 6"" x 16'",,0,"if({decking}=""legacy"",{Parent Quantity},0)",Each,108.75,,155.36,,2500 Decking,Materials,false,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Decking; Picture Frame; Deck Boards,22NnDY6gEEM7,"Material | Decking | Composite Board | Timbertech Reserve 1"" x 6"" x 16'",,0,"if({decking}=""legacy"",{Parent Quantity},0)",Each,91.25,,130.36,,2500 Decking,Materials,false,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Decking; Stairs,,,Number of treads,,ceil({s_tread_qty}*{waste_factor}),Each,,,,,,,,,,,,false,,,true,false,true,true,,,,,,,,,,,,,
,New Deck Template,Decking; Stairs,22Np3xcVFW3s,"Material | Decking | Wood Board | Red Cedar 1"" x 6"" x 20' -",,0,"ceil({s_tread_qty}* {s_total_width_ft}*{waste_factor},0)",Each,44,,88,,2500 Decking,Materials,true,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Decking; Main Deck,,,Number of Field Boards (minus picture frame),,ceil({d_field_qty}*{waste_factor}),Each,,,,,,,,,,,,false,,,true,false,true,true,,,,,,,,,,,,,
,New Deck Template,Decking; Main Deck; Deck Boards,,,Linear Feet,,ceil({d_field_lf}*{waste_factor}),Linear Feet,,,,,,,,,,,,false,,,true,false,true,true,,,,,,,,,,,,,
,New Deck Template,Decking; Main Deck; Deck Boards,22Np3xcVFW3s,"Material | Decking | Wood Board | Red Cedar 1"" x 6"" x 20' -",,0,"if({decking}=""wrc"",{Parent Quantity},0)",Each,44,,88,,2500 Decking,Materials,true,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Decking; Main Deck; Deck Boards,22NpAUYyGcNB,"Material | Decking | Wood Board | Alaskan Yellow Cedar 1"" x 6"" x 16'",,0,"if({decking}=""ayc"",{Parent Quantity},0)",Each,32,,64,,2500 Decking,Materials,false,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Decking; Main Deck; Deck Boards,22Np3xcX8sPj,"Material | Decking | Wood Board | Redwood 2"" x 6"" x 16'",,0,"if({decking}=""redwood"",{Parent Quantity},0)",Each,90,,180,,2500 Decking,Materials,true,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Decking; Main Deck; Deck Boards,22NmAGnSmUgF,"Material | Decking | Composite Board | Trex Transcend 1"" x 6"" x 16'",,0,"if({decking}=""transcend"",{Parent Quantity},0)",Each,94.35,,50.29,,0600 Framing,Materials,false,,false,false,true,true,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Decking; Main Deck; Deck Boards,22NnDY6hixd8,"Material | Decking | Composite Board | TimberTech Legacy 1"" x 6"" x 16'",,0,"if({decking}=""legacy"",{Parent Quantity},0)",Each,108.75,,155.36,,2500 Decking,Materials,false,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Decking; Main Deck; Deck Boards,22NnDY6gEEM7,"Material | Decking | Composite Board | Timbertech Reserve 1"" x 6"" x 16'",,0,"if({decking}=""legacy"",{Parent Quantity},0)",Each,91.25,,130.36,,2500 Decking,Materials,false,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Railing,,,Install New Railing with Cedarwood with IRC spacing.,,{r_lf},Linear Feet,,,,,,,,,,,,false,,,true,false,true,true,,,,,,,,,,,,,
,New Deck Template,Railing; Lumber,,,,,{Parent Quantity},Linear Feet,,,,,,,,,,,,false,,,true,false,true,true,,,,,,,,,,,,,
,New Deck Template,Railing; Lumber; Spindles,,,,,"if ({railings} != ""no"",{r_spin_qty}, 0)",Each,,,,,,,,,,,,false,,,true,false,true,true,,,,,,,,,,,,,
,New Deck Template,Railing; Lumber; Spindles,22PGrkPngTbR,"Material | Decking | Railing Spindles | Alaskan Yellow Cedar 2"" x 2"" x 3""",,0,"if({railings}=""ayc"",{Parent Quantity},0)",Each,0,"if({Quantity}!=0,{$_spin_ea},0)",,,2500 Decking,Materials,false,,false,false,true,false,,,,,,true,true,,,,35,0.2,,None,1.2,,false,,
,New Deck Template,Railing; Lumber; Spindles,22PGrkPqspKb,"Material | Decking | Railing Spindles | Red Cedar 2"" x 2"" x 3'",,0,"if({railings}=""wrc"",{Parent Quantity},0)",Each,0,"if({Quantity}!=0,{$_spin_ea},0)",,,2500 Decking,Materials,false,,false,false,true,false,,,,,,true,true,,,,35,0.2,,None,1.2,,false,,
,New Deck Template,Railing; Lumber; Spindles,22PGrkPtTHrX,"Material | Decking | Railing Spindles | Redwood 2"" x 2"" x 3'",,0,"if({railings}=""redwood"",{Parent Quantity},0)",Each,2.87,"if({Quantity}!=0,{$_spin_ea},0)",5.74,,2500 Decking,Materials,false,,false,false,true,false,,,,,,true,true,,,,35,0.2,,None,1.2,,false,,
,New Deck Template,Railing; Lumber; Spindles,22PGrkPvpDV4,"Material | Decking | Railing Spindles | Composite 2"" x 2"" x 3'",70 in. package,0,"if({railings}=""composite"",{r_bays},0)",Each,0,"if({Quantity}!=0,{$_spin_ea},0)",,,2500 Decking,Materials,false,,false,false,true,false,,,,,,true,true,,,,35,0.2,,None,1.2,,false,,
,New Deck Template,Railing; Lumber; Top Rails,,,,,"if({railings} !=""no"", ceil({r_lf}* {waste_factor}), 0)",Linear Feet,,,,,,,,,,,,false,,,true,false,true,true,,,,,,,,,,,,,
,New Deck Template,Railing; Lumber; Top Rails,22PGrkPyu8zy,"Material | Decking | Railing Top Rail | Alaskan Yellow Cedar 2""x 6""",,0,"if({railings}=""ayc"", {Parent Quantity}, 0)",Linear Feet,0,"if({Quantity}!=0,{$_2x6_lf},0)",,,2500 Decking,Materials,false,,false,false,true,false,,,,,,true,true,,,,35,0.2,,None,1.2,,false,,
,New Deck Template,Railing; Lumber; Top Rails,22Np3xdrad6w,Material | Decking | Railing Top Rail | 2x4 6ft,,0,"if({railings}=""wrc"", {Parent Quantity}, 0)",Each,,,,,2500 Decking,Materials,true,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Railing; Lumber; Top Rails,22Np3xdrad6w,Material | Decking | Railing Top Rail | 2x4 6ft,,0,"if({railings}=""redwood"", {Parent Quantity}, 0)",Each,,,,,2500 Decking,Materials,true,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Railing; Lumber; Top Rails,22Np3xdrad6w,Material | Decking | Railing Top Rail | 2x4 6ft,,0,"if({railings}=""composite"", {Parent Quantity}, 0)",Each,,,,,2500 Decking,Materials,true,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Railing; Lumber; Bottom Rails,,,,,"if({railings} !=""no"", ceil({r_lf}* {waste_factor}), 0)",Linear Feet,,,,,,,,,,,,false,,,true,false,true,true,,,,,,,,,,,,,
,New Deck Template,Railing; Lumber; Bottom Rails,22PGrkQ3LELE,"Material | Decking | Railing Bottom Rail | Alaskan Yellow Cedar 2""x 6""",,0,"if({railings}=""ayc"", {Parent Quantity}, 0)",Linear Feet,0,"if({Quantity}!=0,{$_2x6_lf},0)",,,2500 Decking,Materials,false,,false,false,true,false,,,,,,true,true,,,,35,0.2,,None,1.2,,false,,
,New Deck Template,Railing; Lumber; Bottom Rails,22Np3xdrad6w,Material | Decking | Railing Top Rail | 2x4 6ft,,0,"if({railings}=""wrc"", {Parent Quantity}, 0)",Each,,,,,2500 Decking,Materials,true,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Railing; Lumber; Bottom Rails,22Np3xdrad6w,Material | Decking | Railing Top Rail | 2x4 6ft,,0,"if({railings}=""redwood"", {Parent Quantity}, 0)",Each,,,,,2500 Decking,Materials,true,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Railing; Lumber; Bottom Rails,22Np3xdrad6w,Material | Decking | Railing Top Rail | 2x4 6ft,,0,"if({railings}=""composite"", {Parent Quantity}, 0)",Each,,,,,2500 Decking,Materials,true,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Railing; Lumber; Railing Posts,,,,,"IF({railings}!=""no"",
              {r_bays} + 1,0)",Each,,,,,,,,,,,,false,,,true,false,true,true,,,,,,,,,,,,,
,New Deck Template,Railing; Lumber; Railing Posts,22Np3xdkughu,Material | Decking | Ball Cap,,0,{r_posts},Each,,,,,2500 Decking,Materials,true,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Railing; Lumber; Railing Posts,22PGrkQ64sfx,"Material | Decking | Railing Posts | Alaskan Yellow Cedar 4"" x 4"" x 16'",,0,"if({railings}=""ayc"", {Parent Quantity}*8, 0)",Linear Feet,0,"if({Quantity}!=0,{$_post_lf},0)",,,2500 Decking,Materials,false,,false,false,true,false,,,,,,true,true,,,,35,0.2,,None,1.2,,false,,
,New Deck Template,Railing; Lumber; Railing Posts,22Np3xdnQqxP,Material | Decking | Lumber WRC | 4x4x16,,0,"if({railings}=""wrc"", {Parent Quantity}*8, 0)",Each,,,,,2500 Decking,Materials,true,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Railing; Lumber; Railing Posts,22Np3xdnQqxP,Material | Decking | Lumber WRC | 4x4x16,,0,"if({railings}=""redwood"", {Parent Quantity}*8, 0)",Each,,,,,2500 Decking,Materials,true,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Railing; Lumber; Railing Posts,22Np3xdnQqxP,Material | Decking | Lumber WRC | 4x4x16,,0,"if({railings}=""composite"", {Parent Quantity}, 0)",Each,,,,,2500 Decking,Materials,true,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,New Deck Template,Railing; Labor,,,,,{Parent Quantity},Linear Feet,,,,,,,,,,,,false,,,true,false,true,true,,,,,,,,,,,,,
,New Deck Template,Railing; Labor,22NnDY6WeNKk,Labor | Decking | Install Railing,,0,ceil({Parent Quantity}*{production rate}),Hours,51.3,ceil({Labor Wage}*{Labor Burden}),94.91,,2500 Decking,Labor,false,,false,false,true,false,,,,,,true,true,,0.333,,,,,,,,,,
,New Deck Template,Railing; Materials,,,,,{Parent Quantity},Linear Feet,,,,,,,,,,,,false,,,true,false,true,true,,,,,,,,,,,,,
,New Deck Template,Railing; Materials,22Np3xdGE9hZ,Material | Decking | DTT2Z Connector (ZMAX®)(Fasteners and Washers included),DTT2Z,0,,Each,,,,,2500 Decking,Materials,true,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
