Cost Item ID,Cost Item Name,Description,Quantity,Quantity Formula,Unit,Unit Cost,Unit Cost Formula,Unit Price,Unit Price Formula,Cost Code,Cost Type,Taxable,Allowance Type,Allows Customer Write-In,Specification,Require Specification Approval,Show Description,Show Quantity,Custom Field: URL,Custom Field: Production Rate,Custom Field: Available Finishes,Custom Field: Labor Wage,Custom Field: Labor Burden,Custom Field: Category,Custom Field: Vendor,Custom Field: Waste,Custom Field: Formula Notes,Custom Field: Ordered Status,Custom Field: Dimensions,Custom Field: Specifications
22PBzfnVxrgR,Labor | Trimwork | Window Trim,,5.2700000000000005,{Parent Quantity}*  {Production Rate},Hours,45.5,{Labor Wage}* (1 + {Labor Burden}),85.91,({Unit Cost}+{Overhead Rate}) * (1+{Net Profit}),2100 Trimwork,Labor,true,,false,false,true,true,true,,0.085,,35,,,None,1.2,,false,,
22NtWFU5YdTz,Landscaping/Patios,,,,,,,,,0000 Uncategorized,Other,true,,false,false,true,true,true,,,,,,,,,,,,
22NtWFU8WzAU,Light fixtures & electrical trims,,,,,,,,,0000 Uncategorized,Other,true,,false,false,true,true,true,,,,,,,,,,,,
22NvtLnGteJU,Low Volt,,,,,,,,,0000 Uncategorized,Other,true,,false,false,true,true,true,,,,,,,,,,,,
22NvtM2HADPq,Low Volt Trim,,,,,,,,,0000 Uncategorized,Labor,true,,false,false,true,true,true,,,,,,,,,,,,
22P36iX7YuGG,Lumber package,,,,,,,,,0000 Uncategorized,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NtWFRxrJxc,Main floor layout & sill plate,,,,,,,,,0000 Uncategorized,Other,true,,false,false,true,true,true,,,,,,,,,,,,
22P36iXGeV7T,Masonry labor,,,,,,,,,0000 Uncategorized,Labor,false,,false,false,true,true,true,,,,,,,,,,,,
22P36iXFdcr5,Masonry material,,,,,,,,,0000 Uncategorized,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22PWgpnUftTD,Material | Admin | Jobsite Mobilization,,,,Lump Sum,330,,471.44,,0100 Planning,Materials,true,,false,false,true,true,true,,0.005,,35,1.35,,None,1.2,,false,,
22NwMHJUzmsa,Material | Appliances | Bootz Alcove Bathtub,"30"" x 60"" 
White Finish
Porcelain and Steel",1,,Each,209,,418,,2400 Appliances,Materials,false,,false,false,true,true,true,https://www.homedepot.com/p/Bootz-Industries-Aloha-60-in-x-30-in-Soaking-Bathtub-with-Left-Drain-in-White-011-3365-00/314614191,,,,,,,,,,,
22NnDvCss7hw,Material | Cabinetry | Cabinet hardware,,,,Each,,,,,1900 Cabinetry,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NmAGLZVu4G,Material | Cabinetry | ClosetMaid Selectives Shelving Drawer | 16in wide tower,Drawers for 16in tower model,,,Each,73,,104.29,,1900 Cabinetry,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NmAGLauwp6,Material | Cabinetry | ClosetMaid Selectives Shelving System | 16in wide tower,Fits closets 4ft to 9ft wide.,,,Each,155,,221.43,,1900 Cabinetry,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22Nn3YrfWhbT,"Material | Cabinetry | Drawer Slide | 10""",,1,,Each,20,,28,,1900 Cabinetry,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22Nn3YrdKXWk,"Material | Cabinetry | Drawer Slide | 18""",,1,,Each,20,,28,,1900 Cabinetry,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22Nn3YrbBq3Q,"Material | Cabinetry | Drawer Slide | 20""",,1,,Each,20,,28,,1900 Cabinetry,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22Nn3YrYZvzb,"Material | Cabinetry | Drawer Slide | 28""",,1,,Each,98,,137.2,,1900 Cabinetry,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22Nn3YrWPRdb,"Material | Cabinetry | Drawer Slide | 30""",,1,,Each,88,,123.2,,1900 Cabinetry,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22Nn3Yrhh5FH,"Material | Cabinetry | Drawer Slide | 8""",,1,,Each,20,,28,,1900 Cabinetry,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22Nn3YrjpTmh,Material | Cabinetry | Flat Steel,,1,,Each,10,,14,,1900 Cabinetry,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22Nn3YrqFtwA,Material | Cabinetry | Magnets,,6,,Each,15,,21,,1900 Cabinetry,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22Nn3YrRyN4y,"Material | Cabinetry | Plywood ACX | 1/2""",Cabinet Grade,1,,Each,75,,105,,1900 Cabinetry,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22Nn3YrPqZpF,"Material | Cabinetry | Plywood ACX | 3/4""",Cabinet Grade,4,,Each,95,,133,,1900 Cabinetry,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22Nn3YrUGPCS,"Material | Cabinetry | Screws Trim Head - 5lb | 2""",,1,,Each,35,,49,,1900 Cabinetry,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22P39ziSxutG,"Material | Cabinetry | Vanity Brenlyn  Free Standing / Wall Mounted Double Basin Vanity Set with Cabinet, Quartz Vanity Top, Electrical Outlet and USB Port | 72""",,,,Each,1730.61,,2472.3,,1900 Cabinetry,Materials,false,,false,false,true,true,true,https://www.build.com/miseno-mv-388v72d/s1978804,,,,,Cabinetry,,,,,,
22P3A63sTrEx,"Material | Cabinetry | Vanity Teodor Austin Black Walnut | 60""",,,,Each,2489.99,,2539.99,,1900 Cabinetry,Materials,false,,false,false,true,true,true,https://teodorvanities.com/collections/60-inch-vanities/products/austin-60-teodor-modern-american-black-walnut-vanity-w-blumotion?_pos=6&_fid=ed94334be&_ss=c,,,,,,,,,,,
22NmAGEAKMPe,"Material | Cabinetry | Vanity with Top | 30""",Solid wood bathroom vanity with a width of 30 inches with a stone countertop and undermount sink. This includes material and labor to install.,0,,Each,1027,,1467.14,,1900 Cabinetry,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NmAGECCdmz,"Material | Cabinetry | Vanity with Top | 36""",Solid wood bathroom vanity with a width of 36 inches with a stone countertop and undermount sink. This includes material and labor to install.,0,,Each,1115,,1592.86,,1900 Cabinetry,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NmAGENj2iB,"Material | Cabinetry | Vanity with Top | 48""",Solid wood bathroom vanity with a width of 48 inches with a stone countertop and undermount sink. This includes material and labor to install.,,,Each,1825,,2607.14,,1900 Cabinetry,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NmAGERB6Dv,"Material | Cabinetry | Vanity with Top | 60""",Solid wood bathroom vanity with a width of 60 inches with a stone countertop and undermount sink. This includes material and labor to install.,0,,Each,1619,,2312.86,,1900 Cabinetry,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NmAGEd3bcJ,"Material | Cabinetry | Vanity with Top | 72""",Solid wood bathroom vanity with a width of 72 inches with a stone countertop and undermount sink. This includes material and labor to install.,0,,Each,2858,,4082.86,,1900 Cabinetry,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22P3A67ZDPvY,Material | Cabinetry | Victoria 59'' Single Bathroom Vanity with Acrylic Top,,,,Each,1823.74,,1873.74,,1900 Cabinetry,Materials,false,,false,false,true,true,true,https://www.wayfair.com/home-improvement/pdp/mebo-victoria-589-single-bathroom-vanity-with-acrylic-top-mebo1460.html?piid=98195177,,,,,,,,,,,
22Nn3Yrn3iAH,Material | Cabinetry | Wood Glue,,1,,Each,10,,14,,1900 Cabinetry,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22PWgpntzwmh,Material | Concrete | Anchor Bolts,,,,Each,2,,2.86,,2800 Concrete,Materials,true,,false,false,true,true,true,,0.005,,35,1.35,,None,1.2,,false,,
22Ns2ras2AGc,Material | Concrete | Concrete 80 lb,,2,,Each,6,,8.57,,2800 Concrete,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NmAGmp48vX,"Material | Concrete | Concrete Form Tube | 12""x8'",,,,Each,17.47,,24.96,,2800 Concrete,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NmAGmcMUDj,Material | Concrete | Concrete Mix 5000psi - 80lb,,,,Each,4.38,,6.26,,2800 Concrete,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22PWgpnnuKwH,Material | Concrete | Concrete Mix 80lb,,,,Each,4.38,,6.26,,2800 Concrete,Materials,true,,false,false,true,true,true,,0.005,,35,1.35,,None,1.2,,false,,
22NnayzEbc2B,Material | Concrete | Diamond Pier,,,,Each,,,,,2800 Concrete,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22PWgpnrWLym,Material | Concrete | Post Bases,,,,Each,54,,77.14,,2800 Concrete,Materials,true,,false,false,true,true,true,,0.005,,35,1.35,,None,1.2,,false,,
22PWgpnjyhD7,"Material | Concrete | Sonotubes 12""x4'",,,,Each,17.47,,24.96,,2800 Concrete,Materials,true,,false,false,true,true,true,,0.005,,35,1.35,,None,1.2,,false,,
22Np3xcPPtb3,Material | Decking | ABU66Z Adjustable Post Base with Standoff (ZMAX®),ABU66Z,3,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22NnayzdjhTp,Material | Decking | Accent Light,,,,Each,,,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22Np3xdkughu,Material | Decking | Ball Cap,,14,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Np3xdNXuxz,"Material | Decking | Bolt Nut HDG | 1/2""",NUT-1/2 MBHDG,4,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22NnDY6jGRGr,Material | Decking | Cable Rail,,0,{linear feet of railing},Linear Feet,,,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NnDY6hixd8,"Material | Decking | Composite Board | TimberTech Legacy 1"" x 6"" x 16'",,0,"if({decking}=""composite"",{Parent Quantity},0)",Each,108.75,,155.36,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NpAUZbKTiv,Material | Decking | Composite Board | TimberTech Legacy 2x6x10,,,,Each,,{lineal ft}*6.88,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NnDY6gEEM7,"Material | Decking | Composite Board | Timbertech Reserve 1"" x 6"" x 16'",,0,"if({decking}=""composite"",{Parent Quantity},0)",Each,91.25,,130.36,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NpAUZL74EN,Material | Decking | Composite Board | TimberTech Reserve 2x6x10,,,,Each,,{lineal ft}*5.78,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22PGSTmuNB8b,"Material | Decking | Composite Board | Trex Enhance 1"" x 6"" x 16'",,,"if({decking}=""composite"",{Parent Quantity},0)",Each,37.42,,74.84,,0800 Siding,Materials,false,,false,false,true,true,true,https://www.homedepot.com/p/Trex-Transcend-Composite-Decking-Board/305664047,,,35,0.2,,None,1.2,,false,,
22NmAGnSmUgF,"Material | Decking | Composite Board | Trex Transcend 1"" x 6"" x 16'",,15,"if({decking}=""composite"",{Parent Quantity},0)",Each,94.35,,50.29,,0600 Framing,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22PGrkPk6vaw,"Material | Decking | Composite Deck Screws | 2 1/2""",350 ct,0,"if({screw_type}=""normal"", CEIL( ({Parent Quantity} / 100) * (16 / {j_spacing}) ),0)",Each,63.33,,126.66,,2500 Decking,Materials,false,,false,false,true,true,true,,,,35,1.2,,None,1.2,,false,,
22PGchNhUgkh,Material | Decking | Composite Decking,Composite decking material with 15% waste factor,16,ceil(({Deck Width (ft)}* 12)/6),Each,95,,133,,2500 Decking,Materials,true,,false,false,false,true,true,,,,35,0.2,,None,1.1,1.15,false,,
22NnDvX6jyKk,Material | Decking | Composite Decking & Railing Mtl Allowance,,1,,Lump Sum,,,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NnDtiQnjMa,Material | Decking | Composite Decking Mtl Allowance,"1x6x16 grooved (38x)
1x6x16 solid (8x)
1x7.5x12 risers (3x)
12' Fascia board (7x)
Hidden fastener kit 500sq' (1x)
Plugs/misc ($400.00)",1,,Lump Sum,8900,,13794.17,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22Nnayzk2kYP,Material | Decking | Composite Post Cap Light,,,,Each,,,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22Np3xcQzR9Y,"Material | Decking | Concrete Drill Bit | 5/8""",,1,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22NmAGmx3dBq,Material | Decking | Connector Joist & Strap Nails - 600 pack,,,,Each,17.98,,25.69,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NmAGnWvEKv,Material | Decking | Deck Board Premium | 5/4x6x12,,,,Each,20.98,,29.97,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NmAGnatX97,Material | Decking | Deck Board Premium | 5/4x6x16,,,,Each,19.28,,27.54,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22PWgppmB4uf,Material | Decking | Deck Board | Cedar,,,,Linear Feet,2.2,,3.14,,2500 Decking,Materials,true,,false,false,true,true,true,,0.005,,35,1.35,,None,1.2,,false,,
22PWgppsKetS,Material | Decking | Deck Board | Composite Mid,,,,Linear Feet,2.34,,3.34,,2500 Decking,Materials,true,,false,false,true,true,true,,0.005,,35,1.35,,None,1.2,,false,,
22PWgppumPSB,Material | Decking | Deck Board | Composite Premium,,,,Linear Feet,6.8,,9.71,,2500 Decking,Materials,true,,false,false,true,true,true,,0.005,,35,1.35,,None,1.2,,false,,
22PWgppiksgu,Material | Decking | Deck Board | PT,,,,Linear Feet,1.5,,2.14,,2500 Decking,Materials,true,,false,false,true,true,true,,0.005,,35,1.35,,None,1.2,,false,,
22PWgpppuwEk,Material | Decking | Deck Board | Redwood,,,,Linear Feet,2.5,,3.57,,2500 Decking,Materials,true,,false,false,true,true,true,,0.005,,35,1.35,,None,1.2,,false,,
22NnDvWyrpCT,Material | Decking | Deck materials,Deck materials,1,,Lump Sum,,,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22PWgppYQPhK,Material | Decking | Deck Screws 350ct,,,,Each,63.33,,90.47,,2500 Decking,Materials,true,,false,false,true,true,true,,0.005,,35,1.35,,None,1.2,,false,,
22Np3xdGE9hZ,Material | Decking | DTT2Z Connector (ZMAX®)(Fasteners and Washers included),DTT2Z,4,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Np3xgSRWvP,"Material | Decking | DWP Deck Screws | #10 2-1/2"" 305SS FLAT T25 1#",S10250WP1,2,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Np3xdeJsqi,"Material | Decking | DWP Deck Screws | #10 3"" 305SS FLAT T25 1#",S10300WP1,5,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Np3xdcRFRM,"Material | Decking | DWP Deck Screws | #10 3"" 305SS FLAT T25 350CT",S10300WPP,1,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Np3xgPNEkE,Material | Decking | FASCIA SCREW COUNTERSINK BIT,fsbit,1,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22PGchNmGHuq,Material | Decking | Fasteners and Hardware,Composite decking fasteners and hardware,1,1,Each,285,,370.5,285.00 * (1 + 0.30),2500 Decking,Materials,true,,false,false,false,true,true,,,,35,0.2,,None,1.1,Fastener package,false,,
22Np3xctwXbd,"Material | Decking | Framing Screws | 3"" 75ct",SDWS16300QR75,1,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Np3xdBd9RB,Material | Decking | H2.5AZ Hurricane Tie (ZMAX®),H2.5AZ,17,,Each,1.28,,2.56,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22PWgppVbcYv,Material | Decking | Hidden Fasteners,,,,Each,319.99,,457.14,,2500 Decking,Materials,true,,false,false,true,true,true,,0.005,,35,1.35,,None,1.2,,false,,
22NnayzmbEVk,Material | Decking | Impression Rail Express Post Cap Light,,,,Each,,,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NnayzgpjRZ,Material | Decking | In-Deck Light,,,,Each,,,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22Ns2rameTu3,Material | Decking | Joist Hanger 2x8,,12,,Each,2.38,,3.4,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NnayzD22SL,Material | Decking | Joist Hangers - 2x8 / 2x10,,,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22NnayziTnEN,Material | Decking | Lighted Island Cap,,,,Each,,,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NnDY6tWsV9,Material | Decking | Low Voltage Recessed Light Kits,"Add safety and style to your deck with our low-voltage recessed lighting.
https://www.deckorators.com/en/Products/Lighting/Low-voltage%20Recessed%20Lighting.aspx",1,,Each,,,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22Np3xdEbgGb,Material | Decking | LS50Z Skewable Angle (ZMAX®),LS50Z,4,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Np3xdvVKzW,Material | Decking | LSCZ Adjustable Stair-Stringer Connector (ZMAX®),LSCZ,4,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22NnayzBPhH9,Material | Decking | Lumber PT | 2x10x14,,,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Nnayz9BS83,Material | Decking | Lumber PT | 2x12x12,,,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Nnayz5shca,Material | Decking | Lumber PT | 6x6x10,,,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Np3xdXEu7m,Material | Decking | Lumber WRC | 1x8x12,,4,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Np3xdq2CHC,Material | Decking | Lumber WRC | 4x4x12,,1,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Np3xdnQqxP,Material | Decking | Lumber WRC | 4x4x16,,4,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Np3xdD8dQA,Material | Decking | LUS210Z Joist Hanger with Double-Shear Nailing (ZMAX®),LUS210Z,26,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Np3xdM2TBn,"Material | Decking | Machine Bolt | 1/2x6""",1/2 MBHDGH,4,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22PGrixqBWjS,"Material | Decking | Metal Roof Panel | 144""","Corrugated ribs for strength and structural integrity
Intended for residential roofing applications
Major rib height = 1/2 in.; major rib spacing = 2-2/3 in.
View More Details",,,Each,38,,76,,2500 Decking,Materials,false,,false,false,true,true,true,https://www.homedepot.com/p/144-in-Galvanized-Metal-Roof-Panel-4736008000/202285067,,,35,0.2,,None,1.2,,false,,
22Np3xdjYBME,Material | Decking | Railing Bottom Rail | 2x4 6ft,,10,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22PGrkQ3LELE,"Material | Decking | Railing Bottom Rail | Alaskan Yellow Cedar 2""x 6""",,0,"if({railings}=""ayc"", {Parent Quantity}, 0)",Linear Feet,0,"if({Quantity}!=0,{$_2x6_lf},0)",,,2500 Decking,Materials,false,,false,false,true,true,true,,,,35,0.2,,None,1.2,,false,,
22PGrkQ64sfx,"Material | Decking | Railing Posts | Alaskan Yellow Cedar 4"" x 4"" x 16'",,0,"if({railings}=""ayc"", {Parent Quantity}*8, 0)",Linear Feet,0,"if({Quantity}!=0,{$_post_lf},0)",,,2500 Decking,Materials,false,,false,false,true,true,true,,,,35,0.2,,None,1.2,,false,,
22PGrkPngTbR,"Material | Decking | Railing Spindles | Alaskan Yellow Cedar 2"" x 2"" x 3""",,0,"if({railings}=""ayc"",{Parent Quantity},0)",Each,0,"if({Quantity}!=0,{$_spin_ea},0)",,,2500 Decking,Materials,false,,false,false,true,true,true,,,,35,0.2,,None,1.2,,false,,
22PGrkPvpDV4,"Material | Decking | Railing Spindles | Composite 2"" x 2"" x 3'",70 in. package,0,"if({railings}=""composite"",{r_bays},0)",Each,0,"if({Quantity}!=0,{$_spin_ea},0)",,,2500 Decking,Materials,false,,false,false,true,true,true,,,,35,0.2,,None,1.2,,false,,
22PGrkPqspKb,"Material | Decking | Railing Spindles | Red Cedar 2"" x 2"" x 3'",,0,"if({railings}=""wrc"",{Parent Quantity},0)",Each,0,"if({Quantity}!=0,{$_spin_ea},0)",,,2500 Decking,Materials,false,,false,false,true,true,true,,,,35,0.2,,None,1.2,,false,,
22PGrkPtTHrX,"Material | Decking | Railing Spindles | Redwood 2"" x 2"" x 3'",,36,"if({railings}=""redwood"",{Parent Quantity},0)",Each,2.87,"if({Quantity}!=0,{$_spin_ea},0)",5.74,,2500 Decking,Materials,false,,false,false,true,true,true,,,,35,0.2,,None,1.2,,false,,
22Np3xdhxMdD,Material | Decking | Railing Square Baluster | 2x2 29in,,118,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Np3xdrad6w,Material | Decking | Railing Top Rail | 2x4 6ft,,10,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22PGrkPyu8zy,"Material | Decking | Railing Top Rail | Alaskan Yellow Cedar 2""x 6""",,0,"if({railings}=""ayc"", {Parent Quantity}, 0)",Linear Feet,0,"if({Quantity}!=0,{$_2x6_lf},0)",,,2500 Decking,Materials,false,,false,false,true,true,true,,,,35,0.2,,None,1.2,,false,,
22NnayzpEeMp,Material | Decking | Riser Light,,,,Each,,,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22PGrjpYb2FP,"Material | Decking | Roofing Screws | #9 1-1/2""","Secure Flashing for Corrugated Roofing without pre-drilling
Teks Metal Roofing Screws are Corrosion Resistant",,,Each,56.2,,112.4,,2500 Decking,Materials,false,,false,false,true,true,true,https://www.homedepot.com/p/Teks-9-x-1-1-2-in-External-Hex-Drive-Washer-Head-Roofing-Screws-400-Pack-21406/203064082,,,35,0.2,,None,1.2,,false,,
22Np3xcifJjD,Material | Decking | SDWS22300DB Structural Wood Screw (12),SDWS22300DB-RC12,3,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Np3xcqm9Gx,Material | Decking | SDWS22400DB Structural Wood Screw (12),SDWS22400DB-RC12,1,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Np3xcpBwee,Material | Decking | SDWS22400DB Structural Wood Screw (50),SDWS22400DB-R50,1,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Np3xdHnDd2,"Material | Decking | Strong-Drive SCN Connector Nail | 1 1/2"" 10ga 1 LB",N8DHDG,2,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Np3xdRjcP3,"Material | Decking | Strong-Drive SCN Connector Nail | 1 1/2"" 9ga 1 LB",N10DHDG,3,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Np3xdKL4AG,"Material | Decking | Strong-Drive SCN Connector Nail | 3"" 9ga 1 LB",10DHDG,3,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22NnDxwPqvjM,Material | Decking | Timber Tech Legacy 1x6,Per Ln Ft,,,Linear Feet,,6.88 * {lineal ft},,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NnayzXzHAF,Material | Decking | TimberTech Classic Composite Series,"A mix of high-performance polymers and recycled wood fibers for impressive durability, this collection offers the most customization and style options.
https://www.timbertech.com/product/classic-composite-series/",,,Linear Feet,,,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NnayzaAqTn,Material | Decking | TimberTech Impression Rail Express,"Powder-coated aluminum for high performance and corrosion resistance, the panelized railing system in this collection makes it easy to install.
https://www.timbertech.com/products/railing/metal-railing/",,,Linear Feet,,,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NnayzUu696,Material | Decking | TimberTech Legacy Collection,"Stand apart from the crowd with the character-rich, artisanal-inspired Legacy Collection. Defined by a textured hand-scraped finish and a complex blend of hues, no two boards in this collection are exactly alike.
https://www.timbertech.com/product/pro-legacy-collection/",,,Square Feet,,,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NnayzPzn95,Material | Decking | TimberTech Prime,"For an opaque stained or painted wood look, opt for the Prime Collection, which features earthy, vivid wood stain colors.
www.timbertech.com/product/edge-prime-collection/",,,Square Feet,,,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NnayzcEXq6,Material | Decking | TimberTech PVC Rail,"Extruded PVC material with aluminum reinforcement for exceptional performance, this collection has elevated design potential.
https://www.timbertech.com/products/railing/pvc-railing/",,,Linear Feet,,,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NnayzWSzSK,Material | Decking | TimberTech RadianceRail Express Composite Rail,"Made from a mix of recycled wood and plastic fibers, TimberTech composite railing boasts superior durability to wood, while being extremely low maintenance.
https://www.timbertech.com/product/radiancerail-express/",,,Linear Feet,,,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NnayzTAdhD,Material | Decking | TimberTech Reserve,"Bring the charm of reclaimed wood to your backyard with the Reserve Collection. This vibrant collection delivers an inviting, rustic aesthetic for an outdoor living space with irresistible appeal.
https://www.timbertech.com/product/pro-reserve-collection/",,,Square Feet,,,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22NnayzRcAHW,Material | Decking | TimberTech Terrain,"Get a timeless, traditional wood look without the rigorous maintenance of wood. Featuring a character-rich hand-scraped texture, our premium polymer capped composite boards deliver real wood aesthetics you’ll never have to sand, stain, or seal.
https://www.timbertech.com/product/pro-terrain-collection/",,,Square Feet,,,,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22Np3xcTNJmQ,"Material | Decking | Titen HD Anchor | 5/8x6""",THDB62600H4SSF1,3,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Nnayz7TXUY,Material | Decking | Treated Deck Structure - 6x6 Post Base,,,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22Ns2raHQGbs,Material | Decking | Trex,Model #0082,2,,Each,63.75,,91.07,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
22Np3xdYnb8w,"Material | Decking | Trim Head Screws | 1.5"" 3lb Box",T07162FWP,1,,Each,,,,,2500 Decking,Materials,true,,false,false,true,true,true,,,,,,,,,,,,
22NnDY6s7uKk,Material | Decking | Under Deck Light Package,Option to have lighting installed in deck drainage system,0,,Each,491,,701.43,,2500 Decking,Materials,false,,false,false,true,true,true,,,,,,,,,,,,
