Cost Group Template ID,Cost Group Template Name,Cost Group Name,Cost Item ID,Cost Item Name,Description,Quantity,Quantity Formula,Unit,Unit Cost,Unit Cost Formula,Unit Price,Unit Price Formula,Cost Code,Cost Type,Taxable,Allowance Type,Allows Customer Write-In,Specification,Require Specification Approval,Selected,Minimum Selections,Maximum Selections,Show Child Costs,Show Child Deltas,Show Children,Show Description,Show Quantity,Custom Field: URL,Custom Field: Production Rate,Custom Field: Available Finishes,Custom Field: Labor Wage,Custom Field: Labor Burden,Custom Field: Category,Custom Field: Vendor,Custom Field: Waste,Custom Field: Formula Notes,Custom Field: Ordered Status,Custom Field: Dimensions,Custom Field: Specifications
,Dempsey Copy,Customer Material Selections; Tile Options; Floor Tile Options,,,,40,ceil(({shower pan tile (sq ft)}+{shower curb tile (sq ft)})),Square Feet,,,,,,,,,,,,false,1,1,true,true,true,true,,,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Tile Options; Floor Tile Options,22NtG445e3zM,Material | Tile | Daltile Perpetuo,Tile - Sold by Carton (9.37 SF/Carton),44,{parent quantity}* {waste},Square Feet,7.01,,8.8,,1800 Tiling,Materials,true,,false,false,true,false,,,,,,true,true,https://www.build.com/daltile-pt8hex1p2/s1809051?uid=4283834&searchId=BCCXzv7CFv,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Tile Options; Floor Tile Options,22P3A4k3jQZX,Material | Tile | Roca Tiles White BG Penny Round 12x12 Mos Wall & Floor Tile (Set of 20),Penny Round,44,{parent quantity}* {waste},Square Feet,5.89,,55.89,,1800 Tiling,Materials,false,,false,false,true,false,,,,,,true,true,https://www.wayfair.com/home-improvement/pdp/roca-tiles-bg-penny-round-12x12-mos-wall-floor-tile-roct1097.html?piid=85263834,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Tile Options; Floor Tile Options,22P3A4utE9ba,"Material | Tile | Bedrosians Marin Penny Round | 3/4""",https://www.bedrosians.com/en/product/detail/marin-mosaics/?itemNo=100004039&queryid=734e2f4774697c746cc6fee90f63515c,44,{parent quantity}* {waste},Each,6.79,,56.79,,1800 Tiling,Materials,false,,false,false,true,false,,,,,,true,true,https://www.bedrosians.com/en/product/detail/marin-mosaics/?itemNo=100004039&queryid=734e2f4774697c746cc6fee90f63515c,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Tile Options; Wall Tile Options,,,,78,ceil({shower wall tile (sq ft)}),Square Feet,,,,,,,,,,,,false,1,1,true,true,true,true,,,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Tile Options; Wall Tile Options,22Nu8mH9nqPH,Material | Tile | Shaw Gemstone,"12"" x 24"" Rectangle Tile
Model 337TS-00100",85.80000000000001,{parent quantity}* {waste},Square Feet,5.79,,6.32,,1800 Tiling,Materials,false,,false,false,true,false,,,,,,true,true,https://www.build.com/shaw-337ts/s1806435,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Tile Options; Wall Tile Options,22Nu8msZeCkp,Material | Tile | Daltile Elect,"4"" x 12"" Rectangle Wall Tile",85.80000000000001,{parent quantity}* {waste},Square Feet,5.13,,5.66,,1800 Tiling,Materials,false,,false,false,true,false,,,,,,true,true,https://www.build.com/daltile-el412mod1p/s1649428?uid=3907148&searchId=FwT6stlqCY,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Tile Options; Wall Tile Options,22Nu8pW73rik,Material | Tile | MSI Savoy,"12"" x 24"" Rectangle Floor and Wall Tile
https://www.build.com/msi-nsav1224p/s1807309?uid=4280349&searchId=d60EbsgjK3",85.80000000000001,{parent quantity}* {waste},Square Feet,4.71,,5.24,,1800 Tiling,Materials,false,,false,false,true,false,,,,,,true,true,https://www.build.com/msi-nsav1224p/s1807309?uid=4280349&searchId=d60EbsgjK3,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Tile Options; Wall Tile Options,22Nu8pwWcA9R,Material | Tile | Shaw Prime Aura,"12"" x 24"" Rectangle Floor and Wall Tile
https://www.build.com/shaw-498ts/s1917168?uid=4526315&searchId=Vnf9Qpf0Ij",85.80000000000001,{parent quantity}* {waste},Square Feet,4.26,,4.79,,1800 Tiling,Materials,false,,false,false,true,false,,,,,,true,true,https://www.build.com/shaw-498ts/s1917168?uid=4526315&searchId=Vnf9Qpf0Ij,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Tile Options; Wall Tile Options,22P3A3YaivPb,"Material | Tile | Bedrosians Marin Ceramic Wall Tile in Aloe Green | 4""x4""",https://www.bedrosians.com/en/product/detail/marin-tile/?itemNo=100003165,85.80000000000001,{parent quantity}* {waste},Square Feet,8.99,,58.99,,1800 Tiling,Materials,false,,false,false,true,false,,,,,,true,true,https://www.bedrosians.com/en/product/detail/marin-tile/?itemNo=100003165,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Tile Options; Wall Tile Options,22P3DNd2fjTy,"Material | Tile | Urbano Pure Urbano Glossy Ceramic Subway Wall Tile | 4""x12""",,85.80000000000001,{parent quantity}* {waste},Square Feet,3.99,,4.62,,1800 Tiling,Materials,false,,false,false,true,false,,,,,,true,true,https://www.wayfair.com/home-improvement/pdp/msi-urbano-glossy-4-x-12-ceramic-subway-wall-tile-mvp10500.html?piid=39365940&categoryid=2970&placement=16&slot=&sponsoredid=18d20e335aa37375f129315fc869a08eaa2096bf1d47246562c2db6d6924dbc3&_txid=I%2FcmXGc7a09y%2FyutBB%2FMAg%3D%3D&isB2b=&auctionId=a7c55466-bf88-4dbc-9888-a11de2a4a849,,,,,Tiling,,,,,,
,Dempsey Copy,Customer Material Selections; Tile Options; Wall Accent Tile Options,,,,18,Ceil(({shower wall 1 width (ft)}+{shower wall 2 width (ft)}+{shower wall 3 width (ft)}+{shower wall 4 width (ft)})*1.5),Square Feet,,,,,,,,,,,,false,0,1,true,true,true,true,,,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Tile Options; Wall Accent Tile Options,22NtG43JpPXv,Material | Tile | Daltile Marble,https://www.build.com/daltile-m2hexmsl/s1318471?uid=4647910&searchId=BCCXzv7CFv,19.8,{parent quantity}* {waste},Square Feet,25.6,,75.6,,1800 Tiling,Materials,true,,false,false,true,false,,,,,,true,true,https://www.build.com/daltile-m2hexmsl/s1318471?uid=4647910&searchId=BCCXzv7CFv,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Tile Options; Wall Accent Tile Options,22NtG44FyEaE,"Material | Tile | MSI Angora Geometric Pattern Polished Marble Mosaic Tile | 12""X12""",Tile - Sold by Carton (10 SF/Carton),19.8,{parent quantity}* {waste},Square Feet,18.9,,68.9,,1800 Tiling,Materials,true,,false,false,true,false,,,,,,true,true,https://www.build.com/msi-smot-angora-geop/s1859914?uid=4398104&searchId=BCCXzv7CFv,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Tile Options; Wall Accent Tile Options,22NtG44D84fR,"Material | Tile | MSI Square Geometric Wall Mosaic Tile | 2""x2""","2"" x 2"" Tile - Sold by Carton (9.8 SF/Carton)",19.8,{parent quantity}* {waste},Square Feet,12.89,,62.89,,1800 Tiling,Materials,true,,false,false,true,false,,,,,,true,true,https://www.build.com/msi-smot-icegre-2hexp/s1859952?uid=4398107&searchId=BCCXzv7CFv,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Tile Options; Wall Accent Tile Options,22NtG43d75KX,Material | Tile | Daltile Uptown Glass,"1"" x 1"" Tile - Sold by  ( SF/)",19.8,{parent quantity}* {waste},Square Feet,27.31,,77.31,,1800 Tiling,Materials,true,,false,false,true,false,,,,,,true,true,https://www.build.com/daltile-up1hexms1p/s1672350?uid=3956730&searchId=BCCXzv7CFv,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Tile Options; Wall Accent Tile Options,22NtG43TEGjG,Material | Tile | Daltile Resilience,"4"" x 11 Tile - Sold by 4 (0.81 SF/4)",19.8,{parent quantity}* {waste},Square Feet,8.27,,58.27,,1800 Tiling,Materials,true,,false,false,true,false,,,,,,true,true,https://www.build.com/daltile-rl15hexms1p/s1751295?uid=4138761&searchId=BCCXzv7CFv,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Shower Trim Options,,,,,,,,,,,,,,,,,,false,1,1,true,true,true,true,,,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Shower Trim Options,22NnAP9irTgp,Material | Plumbing | Moen Posi-Temp Shower Only Trim Kit,"Single function shower head, commercial-grade, brushed nickel finish, ADA compliant.",1,,Each,384,,531.36,,1100 Plumbing,Materials,true,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Shower Trim Options,22NnAP9myMxf,Material | Plumbing | Delta Tub and Shower Trim,"Single function shower head, pressure balanced valve trim, metal construction, matte black finish, ADA compliant.",1,,Each,188.21,,243.57,,1100 Plumbing,Materials,true,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Shower Trim Options,22NnAP9eQ3mH,Material | Plumbing | Moen Gibson Package,"Model: T3002EPBN

3 Finishes - 
Polished Chrome
Brushed Nickel
Matte Black",1,,Each,155.03,,226.14,,1100 Plumbing,Materials,true,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Shower Trim Options,22NnAP9hQ4pS,Material | Plumbing | Moen Eva Package,"Valve not included! 
https://www.build.com/moen-ut2132ep/s1793403

Model: UT2132EPBN

3 Finishes - 
Polished Chrome
Brushed Nickel
Oil Rubbed Bronze",1,,Each,88.89,,121.1,,1100 Plumbing,Materials,true,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Shower Trim Options,22P3A4GSKFUP,Material | Plumbing | Kohler Castia™ by Studio McGee,Installation uide: https://techcomm.kohler.com/techcomm/pdf/1555132-2.pdf,1,,Each,647.06,,697.06,,1100 Plumbing,Materials,false,,false,false,true,false,,,,,,true,true,https://www.kohler.com/en/products/showers/shop-bath-shower-faucets/castia-rite-temp-bath-and-shower-trim-kit-2-5-gpm-t35918-4y?skuId=T35918-4Y-BL,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Shower Trim Options,22P3A4ZiTtym,Material | Plumbing | Faucet | Delta Nicoli,"What's Included?
Shower Arm
Handle
Escutcheon Included
Rough-in Valve",1,,Each,177.17,,227.17,,1100 Plumbing,Materials,false,,false,false,true,false,,,,,,true,true,https://www.wayfair.com/home-improvement/pdp/delta-nicoli-single-function-tub-shower-faucet-set-shower-trim-kit-with-h2okinetic-shower-head-and-valve-cbkb1995.html,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Shower Trim Options,22P3v8pCz5CV,"Material | Tile | Modern Raincan Round Shower System, Rain Shower Head with Handheld Spray, Shower Faucet Set",https://www.allmodern.com/Delta--Modern-Raincan-Round-Shower-System-Rain-Shower-Head-with-Handheld-Spray-Shower-Faucet-Set-342702-L6123-K~CBKB3551.html?refid=GX711628358112-CBKB3551_94375589&device=c&ptid=2320075851067&targetid=pla-2320075851067&network=g&ireid=267414066&mktdc=GXPLA&mktcm=739105815&mktst=168318627764&mktcr=711628358112&mkts=%7Bsk%3A%7D&PiID%5B%5D=94375589&gad_source=1&piid=94375589,1,,Each,569,,812.86,,1800 Tiling,Materials,false,,false,false,true,false,,,,,,true,true,https://www.allmodern.com/Delta--Modern-Raincan-Round-Shower-System-Rain-Shower-Head-with-Handheld-Spray-Shower-Faucet-Set-342702-L6123-K~CBKB3551.html?refid=GX711628358112-CBKB3551_94375589&device=c&ptid=2320075851067&targetid=pla-2320075851067&network=g&ireid=267414066&mktdc=GXPLA&mktcm=739105815&mktst=168318627764&mktcr=711628358112&mkts=%7Bsk%3A%7D&PiID%5B%5D=94375589&gad_source=1&piid=94375589,,,,,Finishes,,0,,,,
,Dempsey Copy,Customer Material Selections; Shower Trim Options,22P4fhT8tygx,Material | Specialty | Miseno Elysa,"https://www.build.com/miseno-mts-650625e-r-sbhs/s1635180?uid=4286386&searchId=fpobv3UuDX
Elysa",1,,Each,779.07,,1112.96,,2200 Specialty Finishes,Materials,false,,false,false,true,false,,,,,,true,true,https://www.build.com/miseno-mts-650625e-r-sbhs/s1635180?uid=4286386&searchId=fpobv3UuDX,,,,,,,0,,,,
,Dempsey Copy,Customer Material Selections; Shower Trim Options,22P4fhTC5RJi,Material | Specialty | Delta TempAssure,https://www.build.com/delta-dss-ara-17t04/s1087949?uid=4355383&searchId=fpobv3UuDX,1,,Each,1431.17,,2044.53,,2200 Specialty Finishes,Materials,false,,false,false,true,false,,,,,,true,true,https://www.build.com/delta-dss-ara-17t04/s1087949?uid=4355383&searchId=fpobv3UuDX,,,,,,,0,,,,
,Dempsey Copy,Customer Material Selections; Bathroom Accessories,,,,,,,,,,,,,,,,,,false,1,,true,true,true,true,,,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Bathroom Accessories,22P3A5Zz7Hzt,Material | Furnishings | Metal Arch Wall Mirror,,1,,Each,59.99,,109.99,,3000 Furnishings,Materials,false,,false,false,true,false,,,,,,true,true,https://www.wayfair.com/decor-pillows/pdp/ebern-designs-cornelia-bathroom-mirror-w010256774.html?piid=699623188%2C699623186,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Bathroom Accessories,22P3A5efTUve,Material | Plumbing | Toilet Paper Holder,,1,,Each,11.99,,61.99,,1100 Plumbing,Materials,false,,false,false,true,false,,,,,,true,true,https://www.amazon.com/KOKOSIRI-Holders-Bathroom-Stainless-Contemporary/dp/B08NHC6K3F/ref=sr_1_21?s=hardware&sr=1-21,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Bathroom Accessories,22P3A5kARbJA,Material | Furnishings | Franklin Brass Maxted Towel Ring,,1,,Each,11,,61,,3000 Furnishings,Materials,false,,false,false,true,false,,,,,,true,true,https://www.amazon.com/Franklin-Brass-MAX46-FB-Maxted-Towel/dp/B07T4VS6GB/ref=sr_1_15?sr=8-15,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Bathroom Accessories,22P3A5qkBNHT,Material | Plumbing | Purist Pivoting Toilet Paper Holder,Pivoting toilet paper holder,1,,Each,126.9,,176.9,,1100 Plumbing,Materials,false,,false,false,true,false,,,,,,true,true,https://www.kohler.com/en/products/bathroom-accessories/shop-bathroom-accessories/purist-pivoting-toilet-paper-holder-14377?skuId=14377-CP,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Bathroom Accessories,22P4fhTFFyxH,Delta Nicoli,"https://www.deltafaucet.com/bathroom/product/35894LF-BL-R.html
Widespread Bathroom Faucet (Recertified) in Matte Black",1,,Each,175,,227.5,,0000 Uncategorized,Materials,false,,false,false,true,false,,,,,,true,true,https://www.deltafaucet.com/bathroom/product/35894LF-BL-R.html,,,,,,,0.1,,,,
,Dempsey Copy,Customer Material Selections; Vanities,,,,,,,,,,,,,,,,,,false,1,1,true,true,true,true,,,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Vanities,22P3A63sTrEx,"Material | Cabinetry | Vanity Teodor Austin Black Walnut | 60""",,,,Each,2489.99,,2539.99,,1900 Cabinetry,Materials,false,,false,false,true,false,,,,,,true,true,https://teodorvanities.com/collections/60-inch-vanities/products/austin-60-teodor-modern-american-black-walnut-vanity-w-blumotion?_pos=6&_fid=ed94334be&_ss=c,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Vanities,22P3A67ZDPvY,Material | Cabinetry | Victoria 59'' Single Bathroom Vanity with Acrylic Top,,,,Each,1823.74,,1873.74,,1900 Cabinetry,Materials,false,,false,false,true,false,,,,,,true,true,https://www.wayfair.com/home-improvement/pdp/mebo-victoria-589-single-bathroom-vanity-with-acrylic-top-mebo1460.html?piid=98195177,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Toilets,,,,,,,,,,,,,,,,,,false,1,,true,true,true,true,,,,,,,,,,,,,
,Dempsey Copy,Customer Material Selections; Toilets,22P4fhTJQZtp,Material | Plumbing | Swiss Madison Wall Mount,"https://www.build.com/swiss-madison-sm-wk449/s1830583?uid=4342385&searchId=v6h9uYlwwD
St. Tropez 1.1 / 1.6 GPF Dual Flush Wall Mounted Two Piece Round Toilet with Actuator Plate Flush - Seat Included",1,,Each,561.85,,802.64,,1100 Plumbing,Materials,false,,false,false,true,false,,,,,,true,true,https://www.build.com/swiss-madison-sm-wk449/s1830583?uid=4342385&searchId=v6h9uYlwwD,,,,,,,0.1,,,,
,Dempsey Copy,Customer Material Selections; Toilets,22P4fhTNehzi,Material | Plumbing | Toto Wall Mount,"https://www.build.com/toto-cwt447247cmfg/s1500163?uid=3515501&searchId=zrk0TAlUYb
RP 0.9 / 1.28 GPF Wall Mounted Two Piece D-Shape Chair Height Dual Flush Toilet with CeFiONtect - Slim SoftClose Seat Included",1,,Each,1589.11,,1986.39,,1100 Plumbing,Materials,false,,false,false,true,false,,,,,,true,true,https://www.build.com/toto-cwt447247cmfg/s1500163?uid=3515501&searchId=zrk0TAlUYb,,,,,,,0.1,,,,
,Dempsey Copy,Optional Projects,,,Pocket Door Option. New Bathtub Option.,,,,,,,,,,,,,,,false,0,,true,true,true,true,,,,,,,,,,,,,
,Dempsey Copy,Optional Projects; Pocket Door Package,,,"Demo Wall.
Install Pocket Door.
Hang New Drywall.
Mud, Prime Paint.
Re-install Trim.",,,,,,,,,,,,,,,false,,,true,false,false,true,,,,,,,,,,,,,
,Dempsey Copy,Optional Projects; Pocket Door Package; Materials,,,,,,,,,,,,,,,,,,false,,,true,false,false,true,,,,,,,,,,,,,
,Dempsey Copy,Optional Projects; Pocket Door Package; Materials,22P3DNcjcyNR,Material | Doors & Windows | Johnson Hardware Pocket Door Frame Kit,"1500SC Series 32"" x 80"" Soft Close",,,Each,151.47,,201.47,,1500 Doors & Windows,Materials,false,,false,false,true,false,,,,,,true,true,https://www.build.com/johnson-hardware-152868sc/s2011327?uid=4792937&searchId=26Z4yrm6JU,,,,,,,,,,,
,Dempsey Copy,Optional Projects; Pocket Door Package; Materials,22NmAGKY9aZb,"Material | Drywall | Drywall Screws | 1 5/8"" 5lb",,1,,Each,25.98,,37.11,,1400 Drywall,Materials,false,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,Dempsey Copy,Optional Projects; Pocket Door Package; Materials,22NmAGJrpMxm,"Material | Drywall | Drywall Sheet | 1/2"" 4x8",,2,,Each,20.48,,29.26,,1400 Drywall,Materials,false,,false,false,true,false,,,,,,true,true,,,,,,,,,,,,
,Dempsey Copy,Optional Projects; Pocket Door Package; Labor,,,,40,,Square Feet,,,,,,,,,,,,false,,,true,false,false,true,,,,,,,,,,,,,
,Dempsey Copy,Optional Projects; Pocket Door Package; Labor,22Nt5Ta48Y8V,Labor | Drywall | Drywall Remove and Replace,4' x 4',8,ceil({production rate}*{parent quantity}),Hours,50,{labor per sqft}*{wall repair sq ft}/{quantity},71.43,,1400 Drywall,Labor,false,,false,false,true,false,,,,,,true,true,,0.2,,,,,,,,,,
,Dempsey Copy,Optional Projects; Pocket Door Package; Labor,22Nt5amyCVds,Labor | Framing | Interior Framing,,11,ceil({production rate}*{parent quantity}),Hours,38.4,{labor per sqft}*{project square feet}/{quantity},54.86,,0600 Framing,Labor,false,,false,false,true,false,,,,,,true,true,,0.26,,,,,,,,,,
,Dempsey Copy,Optional Projects; Pocket Door Package; Labor,22P4fhTTDeNc,Labor | Doors & Windows | Hang Pocket Door and Install Hardware,,3,,Hours,65,,108.33,,1500 Doors & Windows,Labor,false,,false,false,true,false,,,,,,true,true,,,,,,,,1.2,,,,
,Dempsey Copy,Optional Projects; Pocket Door Package; Labor,22P4fhStkjuN,Labor | Painting | Caulking,,1,,Hours,50,,83.33,,2300 Painting,Labor,false,,false,false,true,false,,,,,,true,true,,0.02,,,,,,1.2,,,,
,Dempsey Copy,Optional Projects; Pocket Door Package; Labor,22P4fhSxEbkp,Labor | Painting | Prime Coat,1 Coat,4,ceil({production rate}*{parent quantity}),Hours,50,,83.33,,2300 Painting,Labor,false,,false,false,true,false,,,,,,true,true,,0.03,,,,,,1.2,,,,
,Dempsey Copy,Optional Projects; Pocket Door Package; Labor,22NnDvCkg2KD,Labor | Painting | General Paint,3 Coats,8,ceil({production rate}*{parent quantity}),Hours,50,,71.43,,2300 Painting,Labor,false,,false,false,true,false,,,,,,true,true,,0.22,,,,,,,,,,
,Dempsey Copy,Allowances,,,,,,,,,,,,,,,,,,false,,,true,false,true,true,,,,,,,,,,,,,
,Dempsey Copy,Allowances,22P4fhTZKfih,Allowance | Fixtures | Bathtub Upgraded,"Placeholder Cost Bucket for Future Bathtub Selection. 

Balance will be reimbursed if Allowance is not met by Material Selections.",1,,Each,1200,,1714,,1900 Cabinetry,Selections,false,costAndFee,true,true,false,false,,,,,,true,true,,,,,,,,1.2,,,,
,Dempsey Copy,Allowances,22P4fhTcuZin,Allowance | Fixtures | Toilet Premium,"Placeholder Cost Bucket for Future Toilet Selections. 

Balance will be reimbursed if Allowance is not met by Material Selections.",1,,Each,1500,,2143,,1100 Plumbing,Selections,false,price,true,false,true,false,,,,,,true,true,,,,,,,,1.2,,,,
,Dempsey Copy,Allowances,22P4fhTgpsuP,Allowance | Fixtures | Accessories Premium,"Placeholder Cost Bucket for Future Bathroom Accessories Selections. 

Balance will be reimbursed if Allowance is not met by Material Selections.",1,,Each,1000,,1429,,2100 Trimwork,Selections,false,costAndFee,true,true,false,false,,,,,,true,true,,,,,,,,1.2,,,,
,Dempsey Copy,Allowances,22P4fhTkHftA,Allowance | Fixtures | Shower Trim Premium,"Placeholder Cost Bucket for Future Shower Trim Selection. 

Balance will be reimbursed if Allowance is not met by Material Selections.",1,,Each,900,,1286,,1100 Plumbing,Selections,false,costAndFee,true,true,false,false,,,,,,true,true,,,,,,,,1.2,,,,
,Dempsey Copy,Allowances,22NtXwWCjvvv,Material | Tile | Shower Tile Allowance,"Placeholder Cost Bucket for Future Tile Selection. 

Balance will be reimbursed if Allowance is not met by Material Selections.",1,,Lump Sum,1500,,2142.86,,1800 Tiling,Materials,false,costAndFee,true,true,false,false,,,,,,true,true,,,,,,,,,,,,
